goes_start_time,goes_end_time,stix_start_time,stix_end_time
2024-08-07 18:31:00.000,2024-08-07 19:08:00.000,2024-08-07T18:52:51.618,2024-08-07T19:13:47.620
2024-08-08 03:27:00.000,2024-08-08 05:09:00.000,2024-08-08T03:35:43.676,2024-08-08T04:39:07.682
2024-08-08 13:36:00.000,2024-08-08 13:52:00.000,2024-08-08T13:39:23.741,2024-08-08T13:56:47.743
2024-08-09 10:41:00.000,2024-08-09 11:24:00.000,2024-08-09T10:16:27.877,2024-08-09T10:41:07.880
2024-08-09 11:56:00.000,2024-08-09 12:13:00.000,2024-08-09T12:03:43.888,2024-08-09T12:31:15.891
2024-08-09 23:43:00.000,2024-08-09 23:55:00.000,2024-08-09T23:24:51.763,2024-08-10T00:33:11.771
2024-08-10 02:14:00.000,2024-08-10 02:52:00.000,2024-08-10T02:26:23.783,2024-08-10T02:52:27.785
2024-08-10 14:05:00.000,2024-08-10 15:10:00.000,2024-08-10T13:39:55.756,2024-08-10T14:10:55.760
2024-08-11 19:57:00.000,2024-08-11 20:36:00.000,2024-08-11T19:57:11.557,2024-08-11T20:46:51.569
2024-08-11 23:40:00.000,2024-08-12 00:26:00.000,2024-08-11T23:55:23.583,2024-08-12T00:03:31.584
2024-08-13 23:26:00.000,2024-08-14 00:06:00.000,2024-08-13T23:52:11.698,2024-08-14T00:45:15.704
2024-08-14 03:33:00.000,2024-08-14 04:27:00.000,2024-08-14T03:34:07.723,2024-08-14T04:57:11.732
2024-08-14 15:39:00.000,2024-08-14 15:57:00.000,2024-08-14T15:39:51.802,2024-08-14T15:40:31.802
2024-08-16 13:13:00.000,2024-08-16 13:35:00.000,2024-08-16T13:15:19.904,2024-08-16T13:25:47.905
2024-08-17 11:22:00.000,2024-08-17 11:56:00.000,2024-08-17T11:29:39.450,2024-08-17T11:40:43.451
2024-08-17 21:37:00.000,2024-08-17 21:57:00.000,2024-08-17T21:34:27.417,2024-08-17T21:47:03.418
2024-08-17 21:57:00.000,2024-08-17 22:14:00.000,2024-08-17T21:52:11.418,2024-08-17T22:29:51.423
2024-08-18 01:50:00.000,2024-08-18 02:12:00.000,2024-08-18T01:54:43.245,2024-08-18T02:23:43.253
2024-08-18 04:07:00.000,2024-08-18 04:31:00.000,2024-08-18T04:04:35.259,2024-08-18T04:23:07.261
2024-08-18 07:15:00.000,2024-08-18 07:44:00.000,2024-08-18T07:19:07.281,2024-08-18T08:57:39.292
2024-08-18 20:52:00.000,2024-08-18 21:22:00.000,2024-08-18T20:52:43.270,2024-08-18T21:21:39.273
2024-08-18 23:46:00.000,2024-08-19 00:13:00.000,2024-08-18T23:57:15.291,2024-08-19T00:13:39.292
2024-08-19 09:28:00.000,2024-08-19 09:40:00.000,2024-08-19T09:20:27.352,2024-08-19T09:52:39.356
2024-08-19 21:41:00.000,2024-08-19 22:02:00.000,2024-08-19T21:39:51.435,2024-08-19T22:52:11.442
2024-08-20 04:37:00.000,2024-08-20 04:54:00.000,2024-08-20T04:10:47.477,2024-08-20T05:00:23.482
2024-08-20 17:06:00.000,2024-08-20 17:12:00.000,2024-08-20T17:04:59.462,2024-08-20T17:31:15.465
2024-08-21 05:53:00.000,2024-08-21 06:11:00.000,2024-08-21T05:39:27.545,2024-08-21T06:00:47.547
2024-08-21 21:59:00.000,2024-08-21 22:17:00.000,2024-08-21T21:35:27.650,2024-08-21T22:49:39.660
2024-08-23 03:31:00.000,2024-08-23 03:45:00.000,2024-08-23T03:35:23.548,2024-08-23T03:55:31.550
2024-08-23 14:52:00.000,2024-08-23 15:13:00.000,2024-08-23T14:48:03.420,2024-08-23T14:54:43.421
2024-08-23 16:33:00.000,2024-08-23 17:00:00.000,2024-08-23T16:54:51.434,2024-08-23T17:13:23.436
2024-08-23 19:23:00.000,2024-08-23 19:39:00.000,2024-08-23T19:17:43.449,2024-08-23T19:25:11.450
2024-08-23 19:39:00.000,2024-08-23 19:49:00.000,2024-08-23T19:44:15.453,2024-08-23T20:00:35.454
2024-08-24 00:02:00.000,2024-08-24 00:20:00.000,2024-08-24T00:14:39.482,2024-08-24T00:21:27.483
2024-08-24 19:17:00.000,2024-08-24 19:35:00.000,2024-08-24T19:26:35.508,2024-08-24T19:30:03.509
2024-08-24 23:18:00.000,2024-08-24 23:32:00.000,2024-08-24T23:25:55.435,2024-08-25T00:37:15.443
2024-08-26 11:28:00.000,2024-08-26 11:52:00.000,2024-08-26T11:50:04.074,2024-08-26T12:14:44.077
2024-08-27 09:30:00.000,2024-08-27 09:56:00.000,2024-08-27T09:19:00.116,2024-08-27T10:12:52.122
2024-08-30 02:00:00.000,2024-08-30 02:14:00.000,2024-08-30T02:11:20.345,2024-08-30T02:15:40.345
2024-08-30 12:13:00.000,2024-08-30 12:25:00.000,2024-08-30T12:12:52.311,2024-08-30T12:15:12.311
2024-08-31 02:26:00.000,2024-08-31 02:48:00.000,2024-08-31T02:20:12.404,2024-08-31T02:28:52.405
2024-08-31 08:52:00.000,2024-08-31 09:09:00.000,2024-08-31T08:42:52.446,2024-08-31T09:36:24.452
2024-08-31 12:50:00.000,2024-08-31 13:11:00.000,2024-08-31T12:23:12.470,2024-08-31T13:19:56.477
2024-09-01 07:47:00.000,2024-09-01 08:06:00.000,2024-09-01T07:56:24.599,2024-09-01T08:58:48.606
2024-09-01 11:41:00.000,2024-09-01 14:36:00.000,2024-09-01T11:52:24.625,2024-09-01T12:32:04.630
2024-09-02 19:57:00.000,2024-09-02 20:28:00.000,2024-09-02T19:40:12.637,2024-09-02T20:03:36.640
2024-09-02 22:35:00.000,2024-09-02 23:30:00.000,2024-09-02T22:36:08.657,2024-09-02T22:46:24.658
2024-09-03 07:12:00.000,2024-09-03 07:39:00.000,2024-09-03T07:14:00.514,2024-09-03T07:22:32.515
2024-09-03 15:51:00.000,2024-09-03 16:08:00.000,2024-09-03T15:45:04.371,2024-09-03T15:54:40.372
2024-09-04 02:43:00.000,2024-09-04 03:11:00.000,2024-09-04T03:00:56.445,2024-09-04T03:07:52.446
2024-09-04 04:49:00.000,2024-09-04 05:05:00.000,2024-09-04T04:46:28.459,2024-09-04T04:49:56.459
2024-09-04 19:41:00.000,2024-09-04 20:16:00.000,2024-09-04T19:50:20.557,2024-09-04T20:03:00.559
2024-09-05 03:12:00.000,2024-09-05 03:37:00.000,2024-09-05T03:07:52.605,2024-09-05T03:33:04.608
2024-09-05 08:47:00.000,2024-09-05 09:01:00.000,2024-09-05T08:45:40.642,2024-09-05T09:13:08.645
2024-09-05 09:26:00.000,2024-09-05 09:52:00.000,2024-09-05T09:23:40.647,2024-09-05T09:51:28.650
2024-09-05 13:20:00.000,2024-09-05 13:35:00.000,2024-09-05T12:57:48.670,2024-09-05T13:37:36.675
2024-09-08 15:07:00.000,2024-09-08 15:56:00.000,2024-09-08T15:03:56.762,2024-09-08T16:19:04.770
2024-09-09 08:41:00.000,2024-09-09 09:02:00.000,2024-09-09T08:37:08.678,2024-09-09T09:01:36.681
2024-09-09 09:57:00.000,2024-09-09 10:48:00.000,2024-09-09T09:55:04.687,2024-09-09T10:52:20.693
2024-09-09 16:58:00.000,2024-09-09 17:16:00.000,2024-09-09T16:55:44.633,2024-09-09T17:17:32.635
2024-09-09 23:47:00.000,2024-09-10 01:03:00.000,2024-09-09T23:53:00.582,2024-09-10T00:14:32.581
2024-09-10 15:34:00.000,2024-09-10 16:02:00.000,2024-09-10T15:29:00.683,2024-09-10T16:26:44.689
2024-09-11 12:27:00.000,2024-09-11 12:47:00.000,2024-09-11T12:44:32.523,2024-09-11T12:47:40.524
2024-09-11 15:09:00.000,2024-09-11 15:24:00.000,2024-09-11T14:43:12.537,2024-09-11T16:09:08.546
2024-09-11 17:16:00.000,2024-09-11 17:32:00.000,2024-09-11T17:05:16.552,2024-09-11T17:44:36.457
2024-09-11 23:49:00.000,2024-09-12 00:32:00.000,2024-09-11T23:51:48.497,2024-09-12T01:11:12.506
2024-09-12 04:26:00.000,2024-09-12 04:39:00.000,2024-09-12T04:24:08.528,2024-09-12T04:31:28.529
2024-09-12 06:04:00.000,2024-09-12 06:29:00.000,2024-09-12T06:00:52.539,2024-09-12T07:12:48.546
2024-09-12 09:31:00.000,2024-09-12 09:51:00.000,2024-09-12T09:27:36.561,2024-09-12T10:42:00.569
2024-09-12 13:13:00.000,2024-09-12 13:32:00.000,2024-09-12T13:01:04.584,2024-09-12T13:45:40.589
2024-09-12 14:31:00.000,2024-09-12 14:47:00.000,2024-09-12T14:17:36.593,2024-09-12T15:41:20.602
2024-09-13 00:46:00.000,2024-09-13 01:05:00.000,2024-09-13T00:22:00.660,2024-09-13T01:07:28.665
2024-09-13 01:29:00.000,2024-09-13 01:53:00.000,2024-09-13T01:22:52.667,2024-09-13T01:50:44.670
2024-09-13 02:33:00.000,2024-09-13 02:44:00.000,2024-09-13T02:31:36.674,2024-09-13T02:38:20.675
2024-09-13 04:58:00.000,2024-09-13 05:07:00.000,2024-09-13T04:50:16.689,2024-09-13T05:02:48.691
2024-09-13 06:38:00.000,2024-09-13 07:34:00.000,2024-09-13T06:23:12.700,2024-09-13T07:45:04.709
2024-09-13 08:14:00.000,2024-09-13 08:50:00.000,2024-09-13T08:10:32.711,2024-09-13T08:51:48.716
2024-09-13 14:56:00.000,2024-09-13 15:33:00.000,2024-09-13T14:38:28.754,2024-09-13T15:46:36.762
2024-09-13 17:49:00.000,2024-09-13 18:03:00.000,2024-09-13T17:50:12.676,2024-09-13T17:52:00.676
2024-09-13 20:41:00.000,2024-09-13 20:55:00.000,2024-09-13T20:38:04.696,2024-09-13T20:42:56.697
2024-09-14 07:26:00.000,2024-09-14 07:53:00.000,2024-09-14T07:22:00.665,2024-09-14T07:27:16.666
2024-09-14 15:13:00.000,2024-09-14 15:47:00.000,2024-09-14T15:01:12.716,2024-09-14T15:21:28.718
2024-09-22 21:12:00.000,2024-09-22 22:05:00.000,2024-09-22T21:20:49.447,2024-09-22T21:30:21.449
2024-09-23 14:23:00.000,2024-09-23 15:34:00.000,2024-09-23T14:24:53.861,2024-09-23T14:58:09.865
2024-09-25 22:57:00.000,2024-09-25 23:23:00.000,2024-09-25T22:54:49.951,2024-09-25T23:38:01.956
2024-09-26 22:58:00.000,2024-09-26 23:20:00.000,2024-09-26T22:42:22.112,2024-09-26T23:31:30.118
2024-09-29 14:09:00.000,2024-09-29 14:31:00.000,2024-09-29T14:10:02.445,2024-09-29T14:19:46.446
2024-09-29 14:31:00.000,2024-09-29 14:46:00.000,2024-09-29T14:25:50.447,2024-09-29T14:32:30.448
2024-09-30 23:37:00.000,2024-10-01 00:23:00.000,2024-09-30T23:35:22.573,2024-10-01T00:47:10.581
2024-10-01 18:52:00.000,2024-10-01 19:37:00.000,2024-10-01T18:52:50.704,2024-10-01T19:10:14.706
2024-10-01 21:58:00.000,2024-10-01 22:29:00.000,2024-10-01T21:55:42.625,2024-10-01T22:05:10.626
2024-10-02 05:30:00.000,2024-10-02 05:46:00.000,2024-10-02T05:24:29.976,2024-10-02T06:31:45.983
2024-10-02 13:22:00.000,2024-10-02 13:58:00.000,2024-10-02T13:22:30.030,2024-10-02T13:40:46.032
2024-10-02 19:58:00.000,2024-10-02 20:27:00.000,2024-10-02T20:00:38.075,2024-10-02T20:14:50.077
2024-10-02 20:27:00.000,2024-10-02 21:06:00.000,2024-10-02T20:25:14.078,2024-10-02T20:39:10.079
2024-10-03 03:22:00.000,2024-10-03 03:59:00.000,2024-10-03T03:14:54.124,2024-10-03T04:22:46.132
2024-10-03 08:10:00.000,2024-10-03 08:30:00.000,2024-10-03T07:56:22.056,2024-10-03T08:56:26.065
2024-10-03 12:08:00.000,2024-10-03 12:27:00.000,2024-10-03T12:04:29.984,2024-10-03T13:15:41.992
2024-10-03 17:18:00.000,2024-10-03 17:27:00.000,2024-10-03T17:18:18.022,2024-10-03T17:27:50.023
2024-10-03 20:09:00.000,2024-10-03 20:40:00.000,2024-10-03T20:11:42.040,2024-10-03T20:20:46.041
2024-10-03 21:39:00.000,2024-10-03 21:48:00.000,2024-10-03T21:39:58.050,2024-10-03T21:52:38.051
2024-10-03 23:25:00.000,2024-10-03 23:30:00.000,2024-10-03T23:20:14.062,2024-10-03T23:25:34.062
2024-10-04 00:09:00.000,2024-10-04 00:25:00.000,2024-10-03T23:45:14.064,2024-10-04T00:21:38.068
2024-10-04 04:36:00.000,2024-10-04 05:07:00.000,2024-10-04T04:21:57.995,2024-10-04T05:40:38.004
2024-10-04 10:58:00.000,2024-10-04 11:16:00.000,2024-10-04T10:46:33.939,2024-10-04T10:59:21.940
2024-10-04 20:55:00.000,2024-10-04 21:13:00.000,2024-10-04T21:01:21.909,2024-10-04T21:09:25.910
2024-10-04 22:04:00.000,2024-10-04 22:18:00.000,2024-10-04T21:46:29.914,2024-10-04T22:05:09.916
2024-10-05 08:18:00.000,2024-10-05 08:37:00.000,2024-10-05T08:16:47.685,2024-10-05T08:54:03.690
2024-10-05 20:33:00.000,2024-10-05 20:46:00.000,2024-10-05T20:27:43.568,2024-10-05T20:33:11.569
2024-10-05 23:10:00.000,2024-10-05 23:28:00.000,2024-10-05T23:08:19.586,2024-10-05T23:49:11.591
2024-10-06 15:14:00.000,2024-10-06 15:25:00.000,2024-10-06T14:48:27.493,2024-10-06T15:18:47.496
2024-10-06 20:52:00.000,2024-10-06 21:47:00.000,2024-10-06T20:56:39.535,2024-10-06T21:12:03.537
2024-10-07 18:03:00.000,2024-10-07 19:02:00.000,2024-10-07T18:13:59.680,2024-10-07T18:32:59.682
2024-10-07 19:02:00.000,2024-10-07 19:31:00.000,2024-10-07T19:30:55.588,2024-10-07T19:50:07.591
2024-10-07 20:03:00.000,2024-10-07 21:27:00.000,2024-10-07T20:20:39.594,2024-10-07T20:32:11.595
2024-10-08 08:43:00.000,2024-10-08 08:57:00.000,2024-10-08T08:42:19.678,2024-10-08T08:45:31.679
2024-10-09 01:25:00.000,2024-10-09 02:43:00.000,2024-10-09T01:19:47.691,2024-10-09T02:47:23.701
2024-10-09 05:41:00.000,2024-10-09 06:02:00.000,2024-10-09T05:36:59.721,2024-10-09T06:15:31.725
2024-10-09 15:44:00.000,2024-10-09 15:53:00.000,2024-10-09T15:44:23.690,2024-10-09T16:15:07.693
2024-10-09 22:59:00.000,2024-10-09 23:21:00.000,2024-10-09T23:20:59.735,2024-10-09T23:53:23.739
2024-10-10 11:47:00.000,2024-10-10 12:10:00.000,2024-10-10T12:03:43.821,2024-10-10T12:34:23.824
2024-10-10 21:54:00.000,2024-10-10 23:10:00.000,2024-10-10T21:51:51.889,2024-10-10T21:57:19.889
2024-10-11 15:48:00.000,2024-10-11 16:07:00.000,2024-10-11T15:49:16.007,2024-10-11T16:35:24.012
2024-10-14 00:04:00.000,2024-10-14 00:31:00.000,2024-10-14T00:00:28.084,2024-10-14T00:23:00.086
2024-10-14 13:22:00.000,2024-10-14 13:50:00.000,2024-10-14T13:24:31.872,2024-10-14T14:03:19.876
2024-10-15 02:02:00.000,2024-10-15 02:23:00.000,2024-10-15T01:58:03.956,2024-10-15T02:50:35.962
2024-10-15 10:00:00.000,2024-10-15 10:10:00.000,2024-10-15T09:56:04.009,2024-10-15T10:43:48.015
2024-10-15 18:00:00.000,2024-10-15 18:28:00.000,2024-10-15T18:11:56.064,2024-10-15T18:14:12.065
2024-10-15 18:28:00.000,2024-10-15 18:38:00.000,2024-10-15T18:23:00.066,2024-10-15T18:36:44.067
2024-10-16 03:12:00.000,2024-10-16 03:38:00.000,2024-10-16T03:11:20.125,2024-10-16T04:01:56.130
2024-10-16 04:57:00.000,2024-10-16 05:29:00.000,2024-10-16T04:55:28.136,2024-10-16T05:00:28.137
2024-10-16 13:12:00.000,2024-10-16 13:38:00.000,2024-10-16T13:09:12.091,2024-10-16T13:41:40.095
2024-10-16 14:29:00.000,2024-10-16 14:51:00.000,2024-10-16T14:02:08.097,2024-10-16T15:13:20.105
2024-10-17 04:53:00.000,2024-10-17 05:13:00.000,2024-10-17T04:53:32.197,2024-10-17T05:20:08.200
2024-10-18 17:28:00.000,2024-10-18 17:41:00.000,2024-10-18T17:29:16.240,2024-10-18T17:37:08.241
2024-10-18 19:27:00.000,2024-10-18 19:43:00.000,2024-10-18T19:31:12.254,2024-10-18T19:34:56.254
2024-10-18 23:13:00.000,2024-10-18 23:38:00.000,2024-10-18T23:17:44.279,2024-10-19T00:11:40.286
2024-10-19 06:48:00.000,2024-10-19 07:03:00.000,2024-10-19T06:45:12.229,2024-10-19T07:55:28.237
2024-10-19 14:27:00.000,2024-10-19 14:40:00.000,2024-10-19T14:30:08.181,2024-10-19T14:49:36.183
2024-10-24 03:30:00.000,2024-10-24 04:28:00.000,2024-10-24T03:34:44.308,2024-10-24T04:58:12.317
2024-10-24 10:22:00.000,2024-10-24 10:34:00.000,2024-10-24T10:19:20.353,2024-10-24T10:49:20.356
2024-10-25 07:23:00.000,2024-10-25 07:38:00.000,2024-10-25T07:20:28.392,2024-10-25T07:52:36.395
2024-10-26 05:57:00.000,2024-10-26 06:32:00.000,2024-10-26T05:59:44.443,2024-10-26T06:04:08.443
2024-10-26 05:57:00.000,2024-10-26 07:56:00.000,2024-10-26T06:05:48.443,2024-10-26T06:26:52.445
2024-10-26 06:32:00.000,2024-10-26 07:56:00.000,2024-10-26T06:31:00.446,2024-10-26T08:02:52.456
2024-10-26 11:36:00.000,2024-10-26 11:57:00.000,2024-10-26T11:31:12.479,2024-10-26T12:58:48.489
2024-10-26 14:04:00.000,2024-10-26 14:30:00.000,2024-10-26T14:01:00.496,2024-10-26T14:58:44.502
2024-10-27 23:05:00.000,2024-10-27 23:44:00.000,2024-10-27T23:06:24.316,2024-10-27T23:45:56.321
2024-10-28 03:59:00.000,2024-10-28 04:16:00.000,2024-10-28T03:58:02.149,2024-10-28T04:24:42.052
2024-10-28 16:13:00.000,2024-10-28 16:44:00.000,2024-10-28T16:11:01.930,2024-10-28T17:18:09.937
2024-10-29 16:21:00.000,2024-10-29 16:41:00.000,2024-10-29T16:24:10.091,2024-10-29T16:32:54.092
2024-10-30 20:29:00.000,2024-10-30 21:14:00.000,2024-10-30T20:44:10.180,2024-10-30T20:48:38.181
2024-10-31 09:22:00.000,2024-10-31 09:56:00.000,2024-10-31T09:19:26.264,2024-10-31T10:08:34.270
2024-10-31 12:41:00.000,2024-10-31 13:03:00.000,2024-10-31T12:42:14.287,2024-10-31T13:40:14.293
2024-10-31 13:46:00.000,2024-10-31 14:11:00.000,2024-10-31T13:43:42.293,2024-10-31T14:18:54.297
2024-10-31 21:03:00.000,2024-10-31 21:12:00.000,2024-10-31T21:03:30.342,2024-10-31T22:20:34.251
2024-11-01 02:05:00.000,2024-11-01 02:20:00.000,2024-11-01T02:10:34.276,2024-11-01T02:15:30.277
2024-11-01 12:39:00.000,2024-11-01 13:00:00.000,2024-11-01T12:17:58.344,2024-11-01T13:14:02.350
2024-11-02 08:13:00.000,2024-11-02 08:45:00.000,2024-11-02T08:16:57.277,2024-11-02T08:32:21.279
2024-11-03 03:02:00.000,2024-11-03 03:16:00.000,2024-11-03T02:58:53.201,2024-11-03T03:22:57.204
2024-11-03 08:39:00.000,2024-11-03 09:11:00.000,2024-11-03T08:23:17.137,2024-11-03T09:16:45.143
2024-11-03 15:11:00.000,2024-11-03 15:29:00.000,2024-11-03T15:10:57.183,2024-11-03T15:24:49.184
2024-11-03 17:38:00.000,2024-11-03 17:58:00.000,2024-11-03T17:39:53.199,2024-11-03T17:58:09.201
2024-11-04 00:52:00.000,2024-11-04 01:02:00.000,2024-11-04T00:50:21.141,2024-11-04T02:17:57.151
2024-11-04 03:38:00.000,2024-11-04 03:53:00.000,2024-11-04T03:37:13.159,2024-11-04T03:56:13.162
2024-11-04 04:31:00.000,2024-11-04 04:38:00.000,2024-11-04T04:04:45.163,2024-11-04T04:36:29.066
2024-11-04 07:02:00.000,2024-11-04 07:21:00.000,2024-11-04T07:00:29.082,2024-11-04T08:05:29.089
2024-11-04 08:29:00.000,2024-11-04 08:47:00.000,2024-11-04T08:27:13.091,2024-11-04T09:00:09.095
2024-11-04 10:07:00.000,2024-11-04 10:25:00.000,2024-11-04T10:04:49.102,2024-11-04T11:20:41.111
2024-11-04 14:05:00.000,2024-11-04 14:50:00.000,2024-11-04T14:06:21.129,2024-11-04T14:33:53.132
2024-11-04 15:00:00.000,2024-11-04 15:12:00.000,2024-11-04T15:00:21.135,2024-11-04T15:14:13.136
2024-11-04 15:26:00.000,2024-11-04 15:45:00.000,2024-11-04T15:28:01.139,2024-11-04T15:32:53.139
2024-11-04 15:38:00.000,2024-11-04 15:45:00.000,2024-11-04T15:32:57.139,2024-11-04T15:39:53.140
2024-11-05 06:35:00.000,2024-11-05 07:08:00.000,2024-11-05T06:29:57.237,2024-11-05T07:44:49.246
2024-11-05 13:28:00.000,2024-11-05 13:54:00.000,2024-11-05T13:27:57.283,2024-11-05T13:49:37.286
2024-11-05 13:58:00.000,2024-11-05 14:27:00.000,2024-11-05T14:00:37.287,2024-11-05T14:25:25.290
2024-11-05 15:05:00.000,2024-11-05 15:43:00.000,2024-11-05T15:08:53.295,2024-11-05T15:39:57.298
2024-11-06 02:28:00.000,2024-11-06 02:46:00.000,2024-11-06T02:28:41.170,2024-11-06T02:43:45.171
2024-11-06 03:02:00.000,2024-11-06 03:14:00.000,2024-11-06T03:00:33.173,2024-11-06T03:13:09.174
2024-11-06 07:36:00.000,2024-11-06 08:23:00.000,2024-11-06T07:34:57.203,2024-11-06T07:36:57.204
2024-11-06 08:48:00.000,2024-11-06 08:54:00.000,2024-11-06T08:45:25.211,2024-11-06T08:53:05.212
2024-11-06 11:56:00.000,2024-11-06 12:10:00.000,2024-11-06T11:43:01.231,2024-11-06T12:15:17.234
2024-11-06 12:56:00.000,2024-11-06 13:11:00.000,2024-11-06T12:47:13.238,2024-11-06T13:15:33.241
2024-11-06 13:24:00.000,2024-11-06 13:46:00.000,2024-11-06T13:28:17.242,2024-11-06T14:54:09.252
2024-11-06 17:10:00.000,2024-11-06 17:23:00.000,2024-11-06T16:57:21.265,2024-11-06T17:23:33.268
2024-11-06 18:53:00.000,2024-11-06 19:13:00.000,2024-11-06T18:25:49.275,2024-11-06T19:15:41.281
2024-11-06 20:35:00.000,2024-11-06 20:52:00.000,2024-11-06T20:16:05.287,2024-11-06T21:13:25.294
2024-11-06 22:43:00.000,2024-11-06 23:10:00.000,2024-11-06T22:42:09.303,2024-11-06T23:34:29.309
2024-11-06 23:42:00.000,2024-11-07 00:16:00.000,2024-11-06T23:37:53.309,2024-11-07T00:21:45.314
2024-11-07 01:15:00.000,2024-11-07 01:39:00.000,2024-11-07T01:01:01.319,2024-11-07T01:45:49.324
2024-11-07 03:52:00.000,2024-11-07 04:32:00.000,2024-11-07T03:51:37.337,2024-11-07T05:11:01.346
2024-11-07 07:20:00.000,2024-11-07 07:36:00.000,2024-11-07T07:18:49.360,2024-11-07T07:30:53.362
2024-11-07 07:36:00.000,2024-11-07 07:46:00.000,2024-11-07T07:35:13.362,2024-11-07T07:41:49.363
2024-11-07 07:46:00.000,2024-11-07 08:01:00.000,2024-11-07T07:45:33.363,2024-11-07T07:49:53.364
2024-11-07 11:53:00.000,2024-11-07 12:11:00.000,2024-11-07T11:50:33.390,2024-11-07T12:23:29.394
2024-11-07 14:49:00.000,2024-11-07 15:20:00.000,2024-11-07T14:45:05.409,2024-11-07T15:50:05.417
2024-11-08 02:53:00.000,2024-11-08 03:12:00.000,2024-11-08T02:51:49.491,2024-11-08T03:14:05.492
2024-11-09 20:44:00.000,2024-11-09 20:54:00.000,2024-11-09T20:43:09.266,2024-11-09T21:00:29.268
2024-11-10 00:04:00.000,2024-11-10 00:23:00.000,2024-11-10T00:02:57.187,2024-11-10T01:00:13.194
2024-11-10 11:51:00.000,2024-11-10 12:14:00.000,2024-11-10T11:53:53.266,2024-11-10T13:00:53.273
2024-11-10 20:09:00.000,2024-11-10 20:34:00.000,2024-11-10T20:12:53.220,2024-11-10T20:43:53.224
2024-11-11 05:07:00.000,2024-11-11 05:36:00.000,2024-11-11T05:10:25.080,2024-11-11T05:31:13.082
2024-11-11 05:36:00.000,2024-11-11 05:52:00.000,2024-11-11T05:35:05.082,2024-11-11T05:50:17.084
2024-11-13 16:57:00.000,2024-11-13 17:17:00.000,2024-11-13T16:55:57.174,2024-11-13T16:58:33.175
2024-11-15 01:38:00.000,2024-11-15 02:08:00.000,2024-11-15T01:35:13.190,2024-11-15T02:42:53.198
2024-11-16 01:26:00.000,2024-11-16 01:41:00.000,2024-11-16T01:25:01.050,2024-11-16T02:14:13.055
2024-11-18 07:25:00.000,2024-11-18 07:36:00.000,2024-11-18T07:06:41.106,2024-11-18T08:27:25.115
2024-11-18 10:41:00.000,2024-11-18 11:02:00.000,2024-11-18T10:44:45.130,2024-11-18T10:47:21.130
2024-11-18 11:06:00.000,2024-11-18 11:19:00.000,2024-11-18T10:48:57.130,2024-11-18T12:09:29.139
2024-11-18 12:42:00.000,2024-11-18 12:57:00.000,2024-11-18T12:20:01.140,2024-11-18T13:13:17.148
2024-11-18 17:43:00.000,2024-11-18 17:54:00.000,2024-11-18T17:44:53.179,2024-11-18T17:49:01.179
2024-11-18 18:45:00.000,2024-11-18 19:48:00.000,2024-11-18T18:50:53.183,2024-11-18T19:28:29.188
2024-11-18 23:50:00.000,2024-11-19 00:04:00.000,2024-11-18T23:54:05.217,2024-11-19T00:21:41.220
2024-11-20 19:11:00.000,2024-11-20 20:44:00.000,2024-11-20T19:15:25.404,2024-11-20T20:52:29.415
2024-11-23 15:54:00.000,2024-11-23 16:21:00.000,2024-11-23T15:56:53.560,2024-11-23T16:25:09.563
2024-11-23 17:49:00.000,2024-11-23 18:34:00.000,2024-11-23T17:44:57.572,2024-11-23T17:50:13.572
2024-11-24 20:11:00.000,2024-11-24 20:31:00.000,2024-11-24T20:10:53.747,2024-11-24T21:10:01.753
2024-11-25 01:39:00.000,2024-11-25 02:11:00.000,2024-11-25T01:38:29.783,2024-11-25T02:18:29.787
2024-11-25 04:39:00.000,2024-11-25 04:59:00.000,2024-11-25T04:39:01.803,2024-11-25T05:27:25.808
2024-11-25 07:24:00.000,2024-11-25 08:03:00.000,2024-11-25T07:28:25.722,2024-11-25T08:47:01.730
2024-11-25 12:01:00.000,2024-11-25 12:17:00.000,2024-11-25T12:01:21.752,2024-11-25T12:58:57.658
2024-11-25 16:58:00.000,2024-11-25 17:16:00.000,2024-11-25T16:58:09.685,2024-11-25T17:22:01.587
2024-11-25 20:24:00.000,2024-11-25 21:23:00.000,2024-11-25T20:31:53.608,2024-11-25T20:32:53.609
2024-12-04 09:52:00.000,2024-12-04 10:08:00.000,2024-12-04T09:52:27.959,2024-12-04T10:57:07.966
2024-12-04 20:31:00.000,2024-12-04 20:57:00.000,2024-12-04T20:35:27.930,2024-12-04T20:36:55.930
2024-12-04 20:57:00.000,2024-12-04 21:12:00.000,2024-12-04T20:57:51.932,2024-12-04T21:11:59.934
2024-12-05 08:12:00.000,2024-12-05 08:24:00.000,2024-12-05T08:11:51.907,2024-12-05T08:54:39.911
2024-12-05 10:32:00.000,2024-12-05 10:46:00.000,2024-12-05T10:19:35.921,2024-12-05T10:53:39.924
2024-12-06 09:06:00.000,2024-12-06 09:42:00.000,2024-12-06T09:08:03.971,2024-12-06T10:12:11.978
2024-12-07 13:00:00.000,2024-12-07 13:15:00.000,2024-12-07T13:01:59.755,2024-12-07T13:43:03.760
2024-12-07 21:53:00.000,2024-12-07 22:26:00.000,2024-12-07T21:53:55.814,2024-12-07T22:57:11.821
2024-12-08 08:50:00.000,2024-12-08 09:10:00.000,2024-12-08T08:20:03.882,2024-12-08T09:34:31.891
